Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response,DVD,BoxOffice,Production,Website
Babylon 5,1993–1998,TV-PG,22 Feb 1993,2 min,"Action, Adventure, Drama",N/A,J. Michael Straczynski,"Mira Furlan, Richard Biggs, Stephen Furst","In the mid 23rd century, the Earth Alliance space station Babylon 5, located in neutral territory, is a major focal point for political intrigue, racial tensions and various wars over the course of five years.",English,United States,Won 2 Primetime Emmys. 18 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BZTRmOWJjMWMtNDljOC00NzNlLWJhODItNjBjOGVkMDYxMzQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"35,157",tt0105946,series,5,True,,,,
The Invaders,1967–1968,TV-PG,10 Jan 1967,1 min,"Drama, Sci-Fi, Thriller",N/A,Larry Cohen,"Roy Thinnes, Kent Smith, Max Kleven","The Aliens are here, posing as human, and not friendly. David Vincent has seen them land and now must evade them and convince others of their presence while not being put in the booby hatch.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNDg0YjY3YzMtODQzMS00MzM1LWEwNWEtYmE4NmIyZmQxNTZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"3,545",tt0061265,series,2,True,,,,
Forged in Fire,2015–,TV-PG,22 Jun 2015,31S min,"Game-Show, Reality-TV",N/A,N/A,"Doug Marcaida, David Lain Baker, Ben Abbott",Four custom knife makers compete to make the best usable knife through a series of challenges.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDhhZDcxZDctMjFiYy00OTJlLTg2NDgtOTBjZWI2ZjcwZjdhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"4,590",tt4680444,series,10,True,,,,
Hidden Love,2023,TV-Y7,01 Jul 2023,N/A,"Drama, Romance",N/A,N/A,"Lusi Zhao, Zheyuan Chen, Zhang Jiong Min","Sang Zhi falls in love with Duan Jia Xu, the boy who often comes to her house to play with her brother. Years after she joins the university in the city he now lives, and during their day-to-day interactions, they slowly fall in l...","Mandarin, Chinese",China,6 wins,https://m.media-amazon.com/images/M/MV5BZTc3MmQ1YjctYWM4YS00YzFmLTg2YjQtNjEzODQ5ZWVjZjVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"5,475",tt28076458,series,1,True,,,,
The Wonder Years,1988–1993,TV-PG,31 Jan 1988,22 min,"Comedy, Drama, Family",N/A,"Carol Black, Neal Marlens","Fred Savage, Dan Lauria, Alley Mills",Kevin Arnold recalls growing up during the late 60s and early 70s; the turbulent social times make the transition from child to adult unusually interesting.,English,United States,Won 4 Primetime Emmys. 46 wins & 129 nominations total,https://m.media-amazon.com/images/M/MV5BMDE1MTM2NzAtY2U3MC00OGViLThmODEtY2UzMWVlZWYwYjU1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"41,571",tt0094582,series,6,True,,,,
Jane the Virgin,2014–2019,TV-PG,13 Oct 2014,4 min,Comedy,N/A,Jennie Snyder Urman,"Gina Rodriguez, Andrea Navedo, Yael Grobglas","A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",English,United States,Nominated for 2 Primetime Emmys. 22 wins & 79 nominations total,https://m.media-amazon.com/images/M/MV5BZjNjZWI4OWUtZDY3Yy00NDBhLWE3YjMtNzc2ZTVjMjRkOWFlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"60,665",tt3566726,series,5,True,,,,
Bel-Air,2022–,TV-MA,13 Feb 2022,N/A,Drama,N/A,"Andy Borowitz, Susan Borowitz, T.J. Brady","Jabari Banks, Cassandra Freeman, Jimmy Akingbola","Follows the journey of a street-smart teenager whose life is forever transformed when he moves from the streets of West Philadelphia to live with his rich Aunt, Uncle and Cousins in Bel-Air which is one of Los Angeles's wealthiest...",English,United States,2 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BODkyMDVmNzktZTEwZC00ZDc3LWE1MzAtNjk5MDQ1MjkyMmU1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"13,807",tt12878838,series,3,True,,,,
Snowfall,2017–2023,TV-MA,05 Jul 2017,44 min,"Crime, Drama",N/A,"Eric Amadio, Dave Andron, John Singleton","Damson Idris, Carter Hudson, Sergio Peris-Mencheta",A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,English,United States,11 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BODI2MDliNDEtNzg3ZC00Y2RlLWI1YmItZTYyOWM0NzMwNGJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"34,446",tt6439752,series,6,True,,,,
A Couple of Cuckoos,2022–2025,TV-14,24 Apr 2022,N/A,"Animation, Comedy, Romance",N/A,Miki Yoshikawa,"Kaito Ishikawa, Akari Kitô, Nao Tôyama","Two children who got swapped at birth grow up to become engaged to each other. It's an arrangement neither of them like, at first.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYWY3MjQ3OTEtMmEwYi00NTYxLWE4ZWQtZWE5YWY1OTE4MDZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"1,710",tt14400866,series,1,True,,,,
The Chelsea Detective,2022–,TV-14,07 Feb 2022,N/A,"Crime, Mystery, Thriller",N/A,Peter Fincham,"Adrian Scarborough, Peter Bankolé, Lucy Phelps","Arnold, whose lifestyle on a battered houseboat in Chelsea's Cheyne Walk contrasts sharply with the affluent elite whose crimes he helps solve alongside partner D.C. Priya Shamsie.",English,"United Kingdom, United States",1 win,https://m.media-amazon.com/images/M/MV5BNjAyNzE0MTItMTE5My00MjNhLTg1OTktYjZhZThiZmRmNzlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"5,810",tt14321914,series,2,True,,,,
Little House on the Prairie,1974–1983,TV-PG,30 Mar 1974,1 min,"Drama, Family, Romance",N/A,Blanche Hanalis,"Melissa Gilbert, Michael Landon, Karen Grassle",The life and adventures of the Ingalls family in the nineteenth century American Midwest.,English,United States,Won 4 Primetime Emmys. 17 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BODZjMGRkZmMtYzRhMC00NTMyLTg4MjAtNGIxZTIzYjY0MjNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"27,814",tt0071007,series,9,True,,,,
Douluo Continent,2021,TV-14,05 Feb 2021,1 min,"Action, Drama, Fantasy",N/A,N/A,"Zhan Xiao, Kai Wang, Liu Qing","Having lost his mother at a very young age, Tang San grew up relying on his father just as much as his father relied upon him. Meticulous and mature for his age, with extraordinary talent and wit, he was sent to Ruoding Academy.","Mandarin, Chinese",China,5 wins,https://m.media-amazon.com/images/M/MV5BZmQ5NjRmMjctYTFhNC00NGU4LTkxNWYtNDJlNDMzYjNmMjFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"3,544",tt12526224,series,N/A,True,,,,
What We Do in the Shadows,2014,R,13 Feb 2015,86 min,"Comedy, Horror","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer","Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","English, German, Spanish, Latin","New Zealand, United States",26 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNGFhNjkyZDYtOTc4Yi00OWM4LTg4ZTktNjIzNDA5NGE5YTYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"203,752",tt3416742,movie,,True,N/A,"$3,469,224",N/A,N/A
Henry Danger,2014–2020,TV-G,26 Jul 2014,1 min,"Action, Comedy, Family",N/A,"Dana Olsen, Dan Schneider, Dana Olsen","Jace Norman, Cooper Barnes, Riele Downs","Looking for a part-time job, 13-year-old Henry Hart lands the post of sidekick of superhero Captain Man, but he must keep this a secret from his family and friends.",English,United States,Nominated for 1 Primetime Emmy. 18 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BNzMzMTM3ZWQtMWZhNS00N2RmLWE0YjUtYjA2MjY3NDM5ZWM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"8,059",tt3596174,series,5,True,,,,
The Chosen,2017–,TV-PG,21 Apr 2019,1 min,"Drama, History",N/A,Dallas Jenkins,"Shahar Isaac, Elizabeth Tabish, Jonathan Roumie","The Chosen is a historical drama based on the life of Jesus and those who knew him. Set against the backdrop of Roman oppression in first-century Israel, the series shares an authentic look at Jesus' revolutionary life and teachings.",English,United States,6 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDgwOTQxMjUtYmNhZi00MGZlLWFiMmEtODNkNzVjNzZmOWY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,"50,623",tt9471404,series,4,True,,,,
One Piece,1999–,TV-14,20 Oct 1999,24 min,"Animation, Action, Adventure",N/A,Eiichiro Oda,"Mayumi Tanaka, Akemi Okamura, Laurent Vernin","Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""",Japanese,Japan,6 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTNjNGU4NTUtYmVjMy00YjRiLTkxMWUtNzZkMDNiYjZhNmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,"265,872",tt0388629,series,1,True,,,,
The Shield,2002–2008,TV-MA,12 Mar 2002,47 min,"Crime, Drama, Thriller",N/A,Shawn Ryan,"Michael Chiklis, Michael Jace, Jay Karnes","Follows a gang of corrupt Los Angels Police Department (LAPD) cops called The Strike Team, who uses illegal methods to maintain law and order, whilst engaging in a series of undercover dealings secretly in order to get rich.",English,United States,Won 1 Primetime Emmy. 15 wins & 62 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"90,217",tt0286486,series,7,True,,,,
Queen of Tears,2024–,N/A,09 Mar 2024,N/A,"Drama, Family, Romance",N/A,N/A,"Kim Soo-hyun, Kim Ji-won, Park Sung-hoon",A miraculous love story of a married couple overcoming a dizzying crisis.,"Korean, English, German",South Korea,1 nomination,https://m.media-amazon.com/images/M/MV5BNWNmYmQ2NzctNTA1NS00NGU2LThjOTQtYTgxNmUyYmNjODYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"14,823",tt27668559,series,1,True,,,,
Transformers: Cybertron,2005,TV-Y7,02 Jul 2005,44S min,"Animation, Action, Adventure",N/A,N/A,"Garry Chalk, Sarah Edmondson, Sam Vincent",The Autobots embark on a quest to locate mystical artifacts to save their homeworld of Cybertron from being sucked into a black hole. But the Decepticons want to get their hands on those artifacts too.,English,"United States, Japan",N/A,https://m.media-amazon.com/images/M/MV5BZmY4MTA4MmEtNmQxNi00MTM3LWFjNzMtNTk4MGNiMTk2NGY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,051",tt0472252,series,1,True,,,,
Endeavour,2012–2023,TV-14,01 Jul 2012,1 min,"Crime, Drama, Mystery",N/A,N/A,"Shaun Evans, Roger Allam, James Bradshaw","Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",English,United Kingdom,5 nominations,https://m.media-amazon.com/images/M/MV5BOTdhYzQyMzItNTk0YS00MWNmLWFlMDctZGU0NGEzYTVlZTgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"34,502",tt2701582,series,9,True,,,,
Endeavour,2012–2023,TV-14,01 Jul 2012,1 min,"Crime, Drama, Mystery",N/A,N/A,"Shaun Evans, Roger Allam, James Bradshaw","Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",English,United Kingdom,5 nominations,https://m.media-amazon.com/images/M/MV5BOTdhYzQyMzItNTk0YS00MWNmLWFlMDctZGU0NGEzYTVlZTgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"34,502",tt2701582,series,9,True,,,,
Unprincipled,2020–,N/A,15 Oct 2020,60 min,Comedy,N/A,N/A,"Yuri Kolokolnikov, Aglaya Tarasova, Nadezhda Mikhalkova","Patriarch's ponds is the most luxurious Moscow city area. Here live stars, millioneres, there misstresses. We will become observers of funny short stories from the life of very rich Muscovites.",Russian,Russia,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BN2NkM2IzOTAtYjdhOC00MjNlLTllNTUtZDY5NDY5NzFmNTlkXkEyXkFqcGdeQXVyMTU3NjEzMzI5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,505,tt12112298,series,3,True,,,,
FBI: International,2021–,TV-14,21 Sep 2021,N/A,"Action, Adventure, Crime",N/A,"Derek Haas, Dick Wolf","Carter Redwood, Vinessa Vidotto, Luke Kleintank","Follows the elite team of operatives of the Federal Bureau of Investigation's (FBI) International Fly Team (IFT), as they travel across Europe to neutralize threats against American Interests.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDllMTQ4MmMtYWIzMi00NmUyLWFkOWMtMmM5MTBiZWYwM2IwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"7,196",tt14449470,series,4,True,,,,
No Gain No Love,2024–,N/A,26 Aug 2024,N/A,"Comedy, Romance",N/A,N/A,"Shin Min-a, Kim Young-dae, Han Ji-Hyun","Follows a woman who embarks on a journey of self-discovery and personal growth, navigating the complexities of life and relationships while pursuing her dreams.",N/A,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BZjYwZjVjODUtNjcwNS00NjJmLWE1ODItZTRhOTU3Y2YwMGE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"1,617",tt32981987,series,1,True,,,,
Dr. Romantic,2016–2023,TV-14,07 Nov 2016,57S min,"Drama, Romance",N/A,N/A,"Han Suk-kyu, Byeon Woo-min, Jin Kyung","""Romantic Doctor Kim"" is a ""real doctor"" story set in a small, humble hospital called Dol Dam Hospital. It is a story about people who meet Kim Sa Bu (Han Suk Kyu), a genius doctor, and discover ""real romance.""",Korean,South Korea,4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BM2FlMDI4YzQtMzhhZi00N2Y5LTg2NDgtZjllNzI2YjdmMmI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"4,836",tt6157190,series,3,True,,,,
Loki,2021–2023,TV-14,09 Jun 2021,N/A,"Action, Adventure, Fantasy",N/A,Michael Waldron,"Tom Hiddleston, Owen Wilson, Sophia Di Martino",The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,English,United States,Nominated for 9 Primetime Emmys. 12 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BM2FiMjQ0ZjAtYzc1OC00NzgzLWIyNmQtYmIwYjdhZWM5MmRiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"425,497",tt9140554,series,2,True,,,,
Emily in Paris,2020–,TV-MA,02 Oct 2020,30 min,"Comedy, Drama, Romance",N/A,Darren Star,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,"English, French",United States,Nominated for 6 Primetime Emmys. 3 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BODI5Y2YxM2UtZjhjYy00ZjM0LTg3NjQtYjQxMTBmZjM4ZTlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"125,961",tt8962124,series,4,True,,,,
Black Butler,2008–2011,TV-14,03 Oct 2008,24 min,"Animation, Action, Comedy",N/A,N/A,"J. Michael Tatum, Brina Palencia, Michael C. Pizzuto","Ciel Phantomhive takes care of the many unsettling events in Victorian England. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities. But is there more to this black-clad butler than meets the eye?","English, Portuguese, Spanish, Korean, German, French, Japanese",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMWRiOWUwYTYtYmZkMC00YjU0LWE1NmItNTUwYWJmZDE0MzgzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"9,731",tt1316554,series,2,True,,,,
Fruits Basket,2019–2021,TV-14,05 Apr 2019,23 min,"Animation, Comedy, Drama",N/A,N/A,"Manaka Iwami, Laura Bailey, Nobunaga Shimazaki","After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.","Japanese, English",Japan,13 wins & 49 nominations,https://m.media-amazon.com/images/M/MV5BZjZmNjg3ZjMtZjQ0MS00NDE0LWE0MDctZTBjMDZiMWZhZTk3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"9,988",tt9304350,series,3,True,,,,
Kuroko's Basketball,2012–2015,TV-14,07 Apr 2012,24 min,"Animation, Comedy, Sport",N/A,N/A,"Kenshô Ono, Yoshimasa Hosoya, Yuki Ono","Kagami meets Kuroko, the 6th member of the Miracle Generation, and they make a pact to defeat the other members of the team. A battle of light (Kagami) and shadow (Kuroko) begins.",Japanese,Japan,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjVjZTZjMjktYzAyYS00YTgyLTlhZjItYjVkZjU0MmU3OTY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"12,206",tt2348803,series,3,True,,,,
Invincible,2021–,TV-MA,26 Mar 2021,N/A,"Animation, Action, Adventure",N/A,"Robert Kirkman, Ryan Ottley, Cory Walker","Steven Yeun, J.K. Simmons, Sandra Oh",An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,English,United States,Nominated for 1 Primetime Emmy. 6 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BOWVkOWIwM2QtMmRhNi00ZDcxLWI3NjUtYTBhN2VhZmU0MDQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"220,521",tt6741278,series,3,True,,,,
Alya Sometimes Hides Her Feelings in Russian,2024–,TV-14,03 Jul 2024,N/A,"Animation, Comedy, Romance",N/A,Sun SunSun,"Reshel Mae, Sumire Uesaka, Wakana Maruoka","Alisa Mikhailovna Kujou is considered the idol of her institute. She has conquered the hearts of countless male students, but she has her eyes on one Japanese boy who she flirts with in Russian, who also happens to understand Russ...","Japanese, Russian",Japan,3 wins,https://m.media-amazon.com/images/M/MV5BNjg0YTVjNTItZTI1ZC00MDZlLTllYjQtMDY0ODMxNDdlYjY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"2,342",tt31131295,series,1,True,,,,
In Treatment,2008–2021,TV-MA,28 Jan 2008,25 min,Drama,N/A,"Rodrigo García, Hagai Levi, Nir Bergman","Gabriel Byrne, Uzo Aduba, Dianne Wiest","A psychotherapist questions his abilities and gets help by reuniting with his old therapist, whom he has not seen for ten years.",English,United States,Won 2 Primetime Emmys. 9 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BNjM4NzMzMDI1NF5BMl5BanBnXkFtZTcwOTE2MTMwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"18,534",tt0835434,series,4,True,,,,
Blindspot,2015–2020,TV-14,21 Sep 2015,42 min,"Action, Crime, Drama",N/A,Martin Gero,"Sullivan Stapleton, Jaimie Alexander, Audrey Esparza",Jane Doe is found in Times Square with no memory and mysterious tattoos on her body.,English,United States,Nominated for 3 Primetime Emmys. 2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNDdhZDA2MTYtN2EyYi00ODk4LWI3NmUtMjM4Nzk5ODY1NzVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"80,197",tt4474344,series,5,True,,,,
Sengoku Youko,2024,TV-14,11 Jan 2024,N/A,"Animation, Adventure, Drama",N/A,N/A,"Ryohei Kimura, Yûki Takada, Sôma Saitô","The world is divided into two factions: humans and monsters called katawara. Despite being a katawara, Tama loves humans and vows to protect them from evil, even if it means fighting her own kind.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYzhiNThjYzUtNjlhNS00MWEyLWE1YWUtMjZhNDY4NjE1YWI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,192,tt30325850,series,1,True,,,,
